Id;Ref;Label;Type;OnSell;OnBuy;Description;PublicUrl;CustomCode;IDCountry;ProductAccountancySellCode;ProductAccountancySellIntraCode;ProductAccountancySellExportCode;ProductAccountancyBuyCode;ProductAccountancyBuyIntraCode;ProductAccountancyBuyExportCode;NotePrivate;NotePublic;Weight;WeightUnits;Length;LengthUnits;Width;WidthUnits;Height;HeightUnits;Surface;SurfaceUnits;Volume;VolumeUnits;Duration;Nature;PriceBase;UnitPriceHT;UnitPriceTTC;MinPriceHT;MinPriceTTC;VATRate;DateCreation;DateModification;CostPrice;DefaultWarehouse;ManageLotSerial;Stock;StockLimit;DesiredStock;PMPValue;BarCode;Descripción corta;Marca;StockableProduct;Precio Compra con Iva;Url;Supplier;SupplierRef;QtyMin;DiscountQtyMin;BuyingPrice;Unit;Unnamed: 59;Categoria;Imagen
1581;5400585131208;Collar Nailon Cat Raspas;0;1;1;El collar Raspas de Flamingo es una excelente opción para perros que buscan un estilo elegante y cómodo. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Flamingo se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño de raspas es una excelente opción para perros que aman la elegancia y la sofisticación.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;1.52892562;1.85;0;0;21;3/3/2026 10:39;3/11/2026 9:52;1.09;;0;3;0;0;0;5400585131208;Raspas: estilo y comodidad;Flamingo;1;1.09;https://elpajaroblanco.com/producto/collar-nailon-cat-raspas/;;;;;;;;Perros;5400585131208.jpg
1582;8435265309100;Collar Nailon España  Refuerzo Piel 30cm;0;1;1;El collar Refuerzo Piel 30cm de Idempet es una excelente opción para perros que buscan un estilo cómodo y seguro. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Idempet se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño de refuerzo de piel es una excelente opción para perros que buscan una mayor comodidad y seguridad.;;;1.0;;;;;;;;;0.0;0;30.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;3.26446281;3.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;2.34;;0;1;0;0;0;8435265309100;Refuerzo Piel 30cm: comodidad y seguridad;Idempet;1;2.34;;;;;;;;;Perros;8435265309100.jpg
1583;8435265305096;Collar Nailon España Refuerzo Piel 50 Cm;0;1;1;El collar Refuerzo Piel 50 Cm de Idempet es una excelente opción para perros que buscan un estilo cómodo y seguro. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Idempet se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño de refuerzo de piel es una excelente opción para perros que buscan una mayor comodidad y seguridad.;;;1.0;;;;;;;;;0.0;0;50.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;4.09090909;4.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;2.93;;0;0;0;0;0;8435265305096;Refuerzo Piel 50 Cm: comodidad y seguridad;Idempet;1;2.93;;;;;;;;;Perros;8435265305096.jpg
1584;5415245151106;Collar Nailon Ratones Negro;0;1;1;El collar Ratones Negro de Flamingo es una excelente opción para perros que buscan un estilo elegante y cómodo. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Flamingo se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño de ratones es una excelente opción para perros que aman la elegancia y la sofisticación.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.40495868;1.7;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.99;;0;0;0;0;0;5415245151106;Ratones Negro: estilo y comodidad;Flamingo;1;0.99;;;;;;;;;Perros;5415245151106.jpg
1585;5415245151205;Collar Nailon Ratones Rosa;0;1;1;El collar Ratones Rosa de Flamingo es una excelente opción para perros que buscan un estilo elegante y cómodo. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Flamingo se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño de ratones es una excelente opción para perros que aman la elegancia y la sofisticación.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.40495868;1.7;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.99;;0;1;0;0;0;5415245151205;Ratones Rosa: estilo y comodidad;Flamingo;1;0.99;;;;;;;;;Perros;5415245151205.jpg
1586;8719138039494;Collar Naylon Reflectante L25-40;0;1;1;El collar Reflectante L25-40 de Yommy Europa es una excelente opción para perros que buscan un estilo seguro y visible. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca Yommy Europa se caracteriza por su compromiso con la calidad y la innovación, lo que garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño reflectante es una excelente opción para perros que buscan una mayor visibilidad y seguridad.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.40495868;1.7;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.75;;0;2;0;0;0;8719138039494;Reflectante L25-40: seguridad y visibilidad;Yommy Europa;1;0.75;;;;;;;;;Perros;8719138039494.jpg
1587;29R3JG80132612757;Collar Negro S;0;1;1;El collar Negro S es una excelente opción para perros que buscan un estilo elegante y cómodo. Diseñado con materiales de alta calidad, este collar es resistente y fácil de limpiar. La marca no especificada garantiza que tu mascota se sienta seguro y cómodo. Además, el diseño negro es una excelente opción para perros que aman la elegancia y la sofisticación.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;2.0661157;2.5;0;0;21;3/3/2026 10:39;3/11/2026 9:47;1.32;;0;1;0;0;0;29R3JG80132612757;Negro S: estilo y comodidad;Generica;1;1.32;https://elpajaroblanco.com/producto/collar-negro-s/;;;;;;;;Perros;29R3JG80132612757.jpg
1588;29RPQ3F0132612767;Collar Negro Xl;0;1;1;El collar negro XL es ideal para perros grandes. Su diseño simple y elegante le da un toque sofisticado a cualquier atuendo. Además, es cómodo y seguro para su mascota, lo que la hace una excelente opción para dueños preocupados por la comodidad de sus perros.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;2.89256198;3.5;0;0;21;3/3/2026 10:39;3/11/2026 9:47;1.98;;0;1;0;0;0;29RPQ3F0132612767;Collar negro para perros;Generica;1;1.98;https://elpajaroblanco.com/producto/collar-negro-xl/;;;;;;;;Perros;29RPQ3F0132612767.jpg
1589;COLLAR NYLON 15;Collar Nylon 15-25cm;0;1;1;El collar nylon de Lupinepet es una excelente opción para perros de todas las edades. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;25.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.23966942;1.5;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.98;;0;1;1;0;0;COLLAR NYLON 15;Collar nylon para perros;Lupinepet;1;0.98;;;;;;;;;Perros;COLLAR NYLON 15.jpg
1590;8426538107097;Collar Nylon 25x40 Moly;0;1;1;El collar nylon de Max & Molly es una excelente opción para perros que buscan un poco de estilo y comodidad. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;40.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;2.14876033;2.6;0;0;21;3/3/2026 10:39;3/5/2026 12:44;1.49;;0;3;0;0;0;8426538107097;Collar nylon para perros;Max & Molly;1;1.49;;;;;;;;;Perros;8426538107097.jpg
1591;146006121452;Collar Nylon Bandera Española 45cm;0;1;1;El collar bandera española de Surtropic es una excelente opción para perros que buscan un poco de patriotismo y estilo. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;45.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;2.6446281;3.2;0;0;21;3/3/2026 10:39;3/11/2026 9:46;1.65;;0;5;0;0;0;146006121452;Collar bandera española para perros;Surtropic;1;1.65;https://elpajaroblanco.com/producto/collar-nylon-bandera-espanola-45cm/;;;;;;;;Perros;146006121452.jpg
1592;8719138041435;Collar Nylon Reflectante L 25-40;0;1;1;El collar reflectante de Yommy Europa es una excelente opción para perros que buscan seguridad y comodidad. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.03305785;1.25;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.58;;0;6;0;0;0;8719138041435;Collar reflectante para perros;Yommy Europa;1;0.58;;;;;;;;;Perros;8719138041435.jpg
1593;5400585130133;Collar Para Gatitos Amsi 15-25cm;0;1;1;El collar para gatitos de Flamingo es una excelente opción para gatitos pequeños. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;25.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;1.90082645;2.3;0;0;21;3/3/2026 10:39;3/11/2026 9:52;1.34;;0;5;0;0;0;5400585130133;Collar para gatitos;Flamingo;1;1.34;https://elpajaroblanco.com/producto/collar-para-gatitos-amsi-15-25cm/;;;;;;;;Perros;5400585130133.jpg
1594;5400585130287;Collar Para Gatitos Arwen Estampado Raton 15-25cm;0;1;1;El collar para gatitos de Flamingo es una excelente opción para gatitos pequeños. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;25.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;1.90082645;2.3;0;0;21;3/3/2026 10:39;3/11/2026 9:52;1.34;;0;6;0;0;0;5400585130287;Collar para gatitos;Flamingo;1;1.34;https://elpajaroblanco.com/producto/collar-para-gatitos-arwen-estampado-raton-15-25cm/;;;;;;;;Perros;5400585130287.jpg
1595;203810257057;Collar Para Perro  Avocado L;0;1;1;El collar para perros de Dukier es una excelente opción para perros de todas las edades. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/11/2026 9:46;9.53;;0;1;0;0;0;203810257057;Collar para perros;Dukier;1;9.53;https://elpajaroblanco.com/producto/collar-para-perro-avocado-l/;;;;;;;;Perros;203810257057.jpg
1596;201391338257;Collar Para Perro Avocado M;0;1;1;El collar para perros de Dukier es una excelente opción para perros de todas las edades. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/11/2026 9:46;9.53;;0;1;0;0;0;201391338257;Collar para perros;Dukier;1;9.53;https://elpajaroblanco.com/producto/collar-para-perro-avocado-m/;;;;;;;;Perros;201391338257.jpg
1597;202751866861;Collar Para Perro Avocado S;0;1;1;El collar para perros de Dukier es una excelente opción para perros de todas las edades. Su diseño resistente y ligero garantiza que sea cómodo para su mascota, mientras que su apariencia elegante le da un toque sofisticado a cualquier atuendo. Además, es fácil de limpiar y mantener, lo que lo hace ideal para dueños ocupados.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/11/2026 9:46;9.53;;0;1;0;0;0;202751866861;Collar para perros;Dukier;1;9.53;https://elpajaroblanco.com/producto/collar-para-perro-avocado-s/;;;;;;;;Perros;202751866861.jpg
1598;8436601902313;Collar Para Perro Beer;0;1;1;El collar Para Perro Beer de Dukier es un accesorio elegante y resistente para perros de todas las edades. Diseñado para proporcionar comodidad y seguridad, este collar es ideal para paseos y actividades al aire libre. Con su acabado de alta calidad y su diseño moderno, este collar es un complemento perfecto para cualquier perro. Además, es fácil de limpiar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto duradero y fácil de cuidar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902313;Collar elegante para perros;Dukier;1;9.53;;;;;;;;;Perros;8436601902313.jpg
1599;8436601902337;Collar Para Perro Beer L;0;1;1;El collar Para Perro Beer L de Dukier es una versión más grande del collar original, diseñado para perros de mayor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más pequeña. Es ideal para perros que necesitan un collar más resistente y duradero, y que buscan un estilo elegante y moderno. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902337;Collar elegante para perros grandes;Dukier;1;9.53;;;;;;;;;Perros;8436601902337.jpg
1600;8436601902306;Collar Para Perro Beer Xs;0;1;1;El collar Para Perro Beer Xs de Dukier es una versión más pequeña del collar original, diseñado para perros de menor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más grande. Es ideal para perros que necesitan un collar más delicado y fácil de usar, y que buscan un estilo elegante y moderno. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902306;Collar elegante para perros pequeños;Dukier;1;9.53;;;;;;;;;Perros;8436601902306.jpg
1601;8436601903242;Collar Para Perro Flower Power L;0;1;1;El collar Para Perro Flower Power L de Dukier es una versión más grande del collar floral, diseñado para perros de mayor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más pequeña. El diseño floral es una excelente opción para perros que buscan un estilo elegante y moderno, y que quieren destacar en cualquier situación. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601903242;Collar floral para perros grandes;Dukier;1;9.53;;;;;;;;;Perros;8436601903242.jpg
1602;8436601903235;Collar Para Perro Flower Power M;0;1;1;El collar Para Perro Flower Power M de Dukier es una versión más grande del collar floral, diseñado para perros de tamaño medio. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más pequeña. El diseño floral es una excelente opción para perros que buscan un estilo elegante y moderno, y que quieren destacar en cualquier situación. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601903235;Collar floral para perros medianos;Dukier;1;9.53;;;;;;;;;Perros;8436601903235.jpg
1603;8436601903211;Collar Para Perro Flower Power Xs;0;1;1;El collar Para Perro Flower Power Xs de Dukier es una versión más pequeña del collar floral, diseñado para perros de menor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más grande. El diseño floral es una excelente opción para perros que buscan un estilo elegante y moderno, y que quieren destacar en cualquier situación. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601903211;Collar floral para perros pequeños;Dukier;1;9.53;;;;;;;;;Perros;8436601903211.jpg
1604;8436601902818;Collar Para Perro Peace;0;1;1;El collar Para Perro Peace de Dukier es un accesorio elegante y resistente para perros de todas las edades. Diseñado para proporcionar comodidad y seguridad, este collar es ideal para paseos y actividades al aire libre. Con su acabado de alta calidad y su diseño moderno, este collar es un complemento perfecto para cualquier perro. Además, es fácil de limpiar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto duradero y fácil de cuidar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902818;Collar de paz para perros;Dukier;1;9.53;;;;;;;;;Perros;8436601902818.jpg
1605;8436601902801;Collar Para Perro Peace M;0;1;1;El collar Para Perro Peace M de Dukier es una versión más grande del collar de paz, diseñado para perros de mayor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más pequeña. Es ideal para perros que necesitan un collar más resistente y duradero, y que buscan un estilo elegante y moderno. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902801;Collar de paz para perros grandes;Dukier;1;9.53;;;;;;;;;Perros;8436601902801.jpg
1606;8436601902153;Collar Para Perro Smile S;0;1;1;El collar Para Perro Smile Xs de Dukier es una versión más pequeña del collar sonriente, diseñado para perros de menor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más grande. El diseño sonriente es una excelente opción para perros que buscan un estilo elegante y moderno, y que quieren destacar en cualquier situación. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902153;Collar sonriente para perros pequeños;Dukier;1;9.53;;;;;;;;;Perros;8436601902153.jpg
1607;8436601902146;Collar Para Perro Smile Xs;0;1;1;El collar Para Perro Smile S de Dukier es una versión más grande del collar sonriente, diseñado para perros de mayor tamaño. Con su misma calidad y diseño, este collar ofrece la misma comodidad y seguridad que su versión más pequeña. El diseño sonriente es una excelente opción para perros que buscan un estilo elegante y moderno, y que quieren destacar en cualquier situación. Además, es fácil de ajustar y mantener, lo que lo hace ideal para propietarios de perros que buscan un producto versátil y fácil de usar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902146;Collar sonriente para perros grandes;Dukier;1;9.53;;;;;;;;;Perros;8436601902146.jpg
1608;8413204810030;Collar Parasital Gatos;0;1;1;El collar parasital de Zotal es un accesorio esencial para la seguridad de tu perro. Con su diseño resistente y fácil de usar, te permite controlar la libertad de tu mascota en espacios abiertos. La calidad de Zotal garantiza una durabilidad óptima y una comodidad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;5.16528926;6.25;0;0;21;3/3/2026 10:39;3/5/2026 12:44;3.68;;0;3;1;0;0;8413204810030;Seguridad para tu perro;Zotal;1;3.68;;;;;;;;;Perros;8413204810030.jpg
1609;8719138017164;Collar Parche Rejilla Xs;0;1;1;El collar parche rejilla de Nobleza es una excelente opción para perros que necesitan un poco más de libertad. Con su diseño innovador y resistente, te permite controlar la distancia de tu mascota sin comprometer su comodidad. La calidad de Nobleza garantiza una durabilidad óptima y una seguridad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;0.99173554;1.2;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.65;;0;28;0;0;0;8719138017164;Libertad para tu perro;Nobleza;1;0.65;;;;;;;;;Perros;8719138017164.jpg
1610;5400274534594;Collar Pastor Aleman 55 Cm;0;1;1;El collar pastor alemán de 55 cm de Flamingo es un accesorio perfecto para perros de raza grande. Con su diseño elegante y resistente, te permite mostrar el estilo de tu mascota en cualquier ocasión. La calidad de Flamingo garantiza una durabilidad óptima y una comodidad para tu perro.;;;1.0;;;;;;;;;0.0;0;55.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;1.94214876;2.35;0;0;21;3/3/2026 10:39;3/11/2026 9:51;1.39;;0;0;0;0;0;5400274534594;Estilo para tu pastor alemán;Flamingo;1;1.39;https://elpajaroblanco.com/producto/collar-pastor-aleman-55-cm/;;;;;;;;Perros;5400274534594.jpg
1611;5400274534600;Collar Pastor Aleman 65mm;0;1;1;El collar pastor alemán de 65 mm de Flamingo es un accesorio perfecto para perros de raza grande. Con su diseño elegante y resistente, te permite mostrar el estilo de tu mascota en cualquier ocasión. La calidad de Flamingo garantiza una durabilidad óptima y una comodidad para tu perro.;;;1.0;;;;;;;;;0.0;0;65.0;0.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;0.0;1;TTC;2.23140496;2.7;0;0;21;3/3/2026 10:39;3/11/2026 9:51;1.58;;0;0;0;0;0;5400274534600;Estilo para tu pastor alemán;Flamingo;1;1.58;https://elpajaroblanco.com/producto/collar-pastor-aleman-65mm/;;;;;;;;Perros;5400274534600.jpg
1612;5400274534617;Collar Pastor Aleman 75n Cm;0;1;1;El collar pastor alemán de 75 n cm de Flamingo es un accesorio perfecto para perros de raza grande. Con su diseño elegante y resistente, te permite mostrar el estilo de tu mascota en cualquier ocasión. La calidad de Flamingo garantiza una durabilidad óptima y una comodidad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;1;0.0;1;0.0;0.0;0.0;1.0;0.0;1;TTC;2.60330579;3.15;0;0;21;3/3/2026 10:39;3/11/2026 9:51;1.84;;0;1;0;0;0;5400274534617;Estilo para tu pastor alemán;Flamingo;1;1.84;https://elpajaroblanco.com/producto/collar-pastor-aleman-75n-cm/;;;;;;;;Perros;5400274534617.jpg
1613;8118300000001;Collar Pequeño Ancla;0;1;1;El collar pequeño ancla es una excelente opción para perros que necesitan un poco más de libertad. Con su diseño innovador y resistente, te permite controlar la distancia de tu mascota sin comprometer su comodidad. La comodidad y seguridad de tu perro son garantizadas con este collar.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;5.5785124;6.75;0;0;21;3/3/2026 10:39;3/5/2026 12:44;4.16;;0;2;1;0;0;8118300000001;Libertad para tu perro;Generica;1;4.16;;;;;;;;;Perros;8118300000001.jpg
1614;8435010042139;Collar Perro Con Cascabel;0;1;1;El collar perro con cascabel de Flexi es una excelente opción para perros que necesitan un poco más de libertad. Con su diseño innovador y resistente, te permite controlar la distancia de tu mascota sin comprometer su comodidad. La calidad de Flexi garantiza una durabilidad óptima y una seguridad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;0.82644628;1.0;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.4;;0;12;0;0;0;8435010042139;Libertad para tu perro;Flexi;1;0.4;;;;;;;;;Perros;8435010042139.jpg
1615;8436601902177;Collar Perro Smile L;0;1;1;El collar perro Smile L de Ferplast es un accesorio perfecto para perros de cualquier raza. Con su diseño elegante y resistente, te permite mostrar la personalidad de tu mascota en cualquier ocasión. La calidad de Ferplast garantiza una durabilidad óptima y una comodidad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;13.18181818;15.95;0;0;21;3/3/2026 10:39;3/5/2026 12:44;9.53;;0;1;0;0;0;8436601902177;Sonrisa para tu perro;Ferplast;1;9.53;;;;;;;;;Perros;8436601902177.jpg
1616;8719138042890;Collar Perro W2 L 30-51;0;1;1;El collar perro W2 L 30-51 de Nobleza es una excelente opción para perros que necesitan un poco más de libertad. Con su diseño innovador y resistente, te permite controlar la distancia de tu mascota sin comprometer su comodidad. La calidad de Nobleza garantiza una durabilidad óptima y una seguridad para tu perro.;;;1.0;;;;;;;;;0.0;0;0.0;1.0;0.0;0;0.0;0;0.0;0.0;2.0;1.0;;1;TTC;1.81818182;2.2;0;0;21;3/3/2026 10:39;3/5/2026 12:44;1.29;;0;5;0;0;0;8719138042890;Libertad para tu perro;Nobleza;1;1.29;;;;;;;;;Perros;8719138042890.jpg
1617;8719138041459;Collar Perros 40, 60 Cm Nobleza;0;1;1;El collar perros 40, 60 cm de Nobleza es una excelente opción para perros que necesitan un poco más de libertad. Con su diseño innovador y resistente, te permite controlar la distancia de tu mascota sin comprometer su comodidad. La calidad de Nobleza garantiza una durabilidad óptima y una seguridad para tu perro.;;;1.0;;;;;;;;;0.0;0;60.0;1.0;0.0;0;0.0;0;0.0;0.0;0.0;1.0;;1;TTC;1.23966942;1.5;0;0;21;3/3/2026 10:39;3/5/2026 12:44;0.8;;0;0;1;0;0;8719138041459;Libertad para tu perro;Nobleza;1;0.8;;;;;;;;;Perros;8719138041459.jpg
