Id,Ref,Label,Type,OnSell,OnBuy,Description,PublicUrl,CustomCode,IDCountry,ProductAccountancySellCode,ProductAccountancySellIntraCode,ProductAccountancySellExportCode,ProductAccountancyBuyCode,ProductAccountancyBuyIntraCode,ProductAccountancyBuyExportCode,NotePrivate,NotePublic,Weight,WeightUnits,Length,LengthUnits,Width,WidthUnits,Height,HeightUnits,Surface,SurfaceUnits,Volume,VolumeUnits,Duration,Nature,PriceBase,UnitPriceHT,UnitPriceTTC,MinPriceHT,MinPriceTTC,VATRate,DateCreation,DateModification,CostPrice,DefaultWarehouse,ManageLotSerial,Stock,StockLimit,DesiredStock,PMPValue,BarCode,Descripción corta,Marca,StockableProduct,Precio Compra con Iva,Url,Supplier,SupplierRef,QtyMin,DiscountQtyMin,BuyingPrice,Unit,,Categoria,Imagen
672,4047059411599,12-Barco hundido 25x10x11,0,1,1,"Crea un hogar acuático seguro y divertido para tus peces con el Barco Hundido 25x10x11. Diseñado para proporcionar un refugio y un lugar para esconderse, este barco es ideal para peces de todos los tamaños. Su diseño único y colorido atraerá la atención de tus peces y les proporcionará un lugar para jugar y explorar.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,11.32231405,13.7,0,0,21,3/3/2026 10:39,3/11/2026 9:50,8.08,,0,1,0,0,0,4047059411599,Acuario para Peces,Genérica,1,8.08,https://elpajaroblanco.com/producto/barco-hundido-25x10x11/,,,,,,,,Peces,4047059411599.jpg
673,8436593405007,12-Barf en uno wild balance 100gr,0,1,1,"Descubre la diferencia con Barf En Uno Wild Balance 100gr, un alimento natural y equilibrado para perros. Nuestro alimento está hecho con ingredientes frescos y de alta calidad, sin aditivos ni conservantes. Proporciona un crecimiento saludable y una energía duradera para tus perros.",,,1,,,,,,,,,100,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,9.38016529,11.35,0,0,21,3/3/2026 10:39,3/5/2026 12:44,7.37,,0,3,0,0,0,8436593405007,Alimento Natural para Perros,Barf,1,7.37,,,,,,,,,Perros,8436593405007.jpg
674,8424160023471,12-Barra carne perro pequeño porky,0,1,1,"Proporciona a tus perros la proteína que necesitan con la Barra Carne Perro Pequeño Porky. Nuestra barra de carne es deliciosa y fácil de digerir, ideal para perros de todos los tamaños. Con un 70% de carne de cerdo, proporciona nutrientes esenciales para un crecimiento saludable y una energía duradera.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.40495868,1.7,0,0,21,3/3/2026 10:39,3/5/2026 12:44,0.94,,0,3,1,0,0,8424160023471,Barra de Carne para Perros,Porky,1,0.94,,,,,,,,,Perros,8424160023471.jpg
675,8424160023976,12-Barra carne variada canibaq,0,1,1,"Descubre la variedad con la Barra Carne Variada Canibaq. Nuestra barra de carne está hecha con una mezcla de carnes de alta calidad, sin aditivos ni conservantes. Proporciona un crecimiento saludable y una energía duradera para tus perros.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.61157025,1.95,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.1,,0,2,1,0,0,8424160023976,Barra de Carne para Perros,Canibaq,1,1.1,,,,,,,,,Perros,8424160023976.jpg
676,8434744016256,12-Barril hundido,0,1,1,"Crea un hogar acuático seguro y divertido para tus peces con el Barril Hundido. Diseñado para proporcionar un refugio y un lugar para esconderse, este barril es ideal para peces de todos los tamaños. Su diseño único y colorido atraerá la atención de tus peces y les proporcionará un lugar para jugar y explorar.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,5.12396694,6.2,0,0,21,3/3/2026 10:39,3/5/2026 12:44,3.64,,0,1,0,0,0,8434744016256,Acuario para Peces,Genérica,1,3.64,,,,,,,,,Peces,8434744016256.jpg
677,8434744004222,12-Barril hundido 8 cm,0,1,1,"Crea un hogar acuático seguro y divertido para tus peces con el Barril Hundido 8 Cm. Diseñado para proporcionar un refugio y un lugar para esconderse, este barril es ideal para peces pequeños. Su diseño único y colorido atraerá la atención de tus peces y les proporcionará un lugar para jugar y explorar.",,,1,,,,,,,,,0,0,8,1,0,0,0,0,0,0,0,1,,1,TTC,3.38842975,4.1,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.39,,0,1,0,0,0,8434744004222,Acuario para Peces,Genérica,1,2.39,,,,,,,,,Peces,8434744004222.jpg
678,8434744016232,12-Barril hundido 8 cm,0,1,1,"Crea un hogar acuático seguro y divertido para tus peces con el Barril Hundido 8 Cm. Diseñado para proporcionar un refugio y un lugar para esconderse, este barril es ideal para peces pequeños. Su diseño único y colorido atraerá la atención de tus peces y les proporcionará un lugar para jugar y explorar.",,,1,,,,,,,,,0,0,8,1,0,0,0,0,0,0,0,1,,1,TTC,4.09090909,4.95,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.72,,0,1,0,0,0,8434744016232,Acuario para Peces,Genérica,1,2.72,,,,,,,,,Peces,8434744016232.jpg
679,5400351011321,12-Barrita jilgueros swing,0,1,1,"Proporciona a tus pájaros un lugar seguro y divertido para volar y jugar con la Barrita Jilgueros Swing. Nuestra jaula está diseñada para proporcionar un espacio amplio y cómodo para que tus pájaros puedan volar y explorar. Con un diseño único y colorido, atraerá la atención de tus pájaros y les proporcionará un lugar para jugar y divertirse.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,17,0,0,0,5400351011321,Jaula para Pájaros,Genérica,1,1.26,https://elpajaroblanco.com/producto/barrita-jilgueros-swing/,,,,,,,,Aves,5400351011321.jpg
680,5904479725066,12-Barrita lolo canarios miel,0,1,1,"Proporciona a tus pájaros un lugar seguro y divertido para volar y jugar con la Barrita Lolo Canarios Miel. Nuestra jaula está diseñada para proporcionar un espacio amplio y cómodo para que tus pájaros puedan volar y explorar. Con un diseño único y colorido, atraerá la atención de tus pájaros y les proporcionará un lugar para jugar y divertirse.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,0,1,0,0,5904479725066,Jaula para Pájaros,Genérica,1,1.58,,,,,,,,,Aves,5904479725066.jpg
681,5904479721082,12-Barrita lolo periquito frutas,0,1,1,"Descubre la delicia de nuestras barritas Lolo Periquito Frutas, especialmente diseñadas para los periquitos. Con un sabor intenso y una variedad de frutas frescas, estos snacks son ideales para mantener a tus aves contentas y saludables. ¡No te pierdas la oportunidad de ofrecerles la mejor comida para su bienestar!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,2,1,0,0,5904479721082,Frutas para Periquitos,Genérica,1,1.58,,,,,,,,,Aves,5904479721082.jpg
682,5400351162450,12-Barrita periquitos fruta tropical,0,1,1,"Nuestras barritas Periquitos Fruta Tropical son una delicia para los ojos y el paladar de tus aves. Con una mezcla de frutas exóticas y frescas, estos snacks son perfectos para mantener a tus periquitos activos y felices. ¡Ofreceles la mejor opción para un bienestar óptimo!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,1,0,0,0,5400351162450,Fruta Tropical para Periquitos,Genérica,1,1.26,https://elpajaroblanco.com/producto/barrita-periquitos-fruta-tropical/,,,,,,,,Aves,5400351162450.jpg
683,5400351362157,12-Barrita roedores miel huevo,0,1,1,"Los roedores amarán nuestras barritas Roedores Miel Huevo, diseñadas para satisfacer sus necesidades nutricionales. Con un sabor dulce y cremoso, estos snacks son ideales para mantener a tus roedores saludables y contentos. ¡No te pierdas la oportunidad de ofrecerles la mejor comida para su bienestar!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.81818182,2,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.31,,0,18,0,0,0,5400351362157,Miel y Huevo para Roedores,Genérica,1,1.31,https://elpajaroblanco.com/producto/barrita-roedores-miel-huevo/,,,,,,,,Roedores,5400351362157.jpg
684,8413747020873,12-Barrita snack jarad,0,1,1,"Nuestras barritas Snack Jarad son una delicia para los pajaros. Con un sabor intenso y una variedad de ingredientes frescos, estos snacks son perfectos para mantener a tus aves activas y felices. ¡Ofreceles la mejor opción para un bienestar óptimo!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.54545455,1.7,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.01,,0,3,0,0,0,8413747020873,Snack para Pajaros,Jarad,1,1.01,,,,,,,,,Aves,8413747020873.jpg
685,5400351162139,12-Barritas canarios con miel,0,1,1,"Los canarios amarán nuestras barritas Canarios Con Miel, diseñadas para satisfacer sus necesidades nutricionales. Con un sabor dulce y cremoso, estos snacks son ideales para mantener a tus canarios saludables y contentos. ¡No te pierdas la oportunidad de ofrecerles la mejor comida para su bienestar!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,1,0,0,0,5400351162139,Miel para Canarios,Genérica,1,1.26,https://elpajaroblanco.com/producto/barritas-canarios-con-miel/,,,,,,,,Aves,5400351162139.jpg
686,BARRITAS CON,12-Barritas conejo dapac,0,1,1,"Nuestras barritas Conejo Dapac son una delicia para los conejos. Con un sabor intenso y una variedad de ingredientes frescos, estos snacks son perfectos para mantener a tus conejos activos y felices. ¡Ofreceles la mejor opción para un bienestar óptimo!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.18181818,2.4,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.55,,0,7,0,0,0,BARRITAS CON,Snack para Conejos,Dapac,1,1.55,,,,,,,,,Roedores,BARRITAS CON.jpg
687,5400351011314,12-Barritas jilguero natura,0,1,1,"Nuestras barritas Jilguero Natura son una delicia para los jilgueros. Con un sabor intenso y una variedad de ingredientes frescos, estos snacks son perfectos para mantener a tus jilgueros activos y felices. ¡Ofreceles la mejor opción para un bienestar óptimo!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,12,0,0,0,5400351011314,Snack para Jilgueros,Natura,1,1.26,https://elpajaroblanco.com/producto/barritas-jilguero-natura/,,,,,,,,Aves,5400351011314.jpg
688,5904479726087,12-Barritas lolo agapornis fruta,0,1,1,"Descubre la delicia de nuestras barritas Lolo Agapornis Fruta, especialmente diseñadas para los agapornis. Con un sabor intenso y una variedad de frutas frescas, estos snacks son ideales para mantener a tus aves contentas y saludables. ¡No te pierdas la oportunidad de ofrecerles la mejor comida para su bienestar!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.59090909,2.85,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.84,,0,1,1,0,0,5904479726087,Frutas para Agapornis,Lolo,1,1.84,,,,,,,,,Aves,5904479726087.jpg
689,5904479725103,12-Barritas lolo canarios frutas,0,1,1,"Nuestras barritas Lolo Canarios Frutas son una delicia para los canarios. Con un sabor intenso y una variedad de frutas frescas, estos snacks son perfectos para mantener a tus aves activas y felices. ¡Ofreceles la mejor opción para un bienestar óptimo!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,0,1,0,0,5904479725103,Frutas para Canarios,Lolo,1,1.58,,,,,,,,,Aves,5904479725103.jpg
690,5904479725073,12-Barritas lolo canarios huevo,0,1,1,"Los canarios amarán nuestras barritas Lolo Canarios Huevo, diseñadas para satisfacer sus necesidades nutricionales. Con un sabor dulce y cremoso, estos snacks son ideales para mantener a tus canarios saludables y contentos. ¡No te pierdas la oportunidad de ofrecerles la mejor comida para su bienestar!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,3,1,0,0,5904479725073,Huevo para Canarios,Lolo,1,1.58,,,,,,,,,Aves,5904479725073.jpg
691,5904479727015,12-Barritas lolo loro fruta-nueces,0,1,1,"Lolo Loro Fruta-Nueces es un alimento balanceado para pájaros que proporciona una mezcla de frutas y nueces para mantener a tus mascotas saludables y felices. Con una fórmula única que incluye ingredientes naturales, este alimento es ideal para pájaros de todas las edades.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,6.13636364,6.75,0,0,10,3/3/2026 10:39,3/5/2026 12:44,4.39,,0,4,0,0,0,5904479727015,Alimento balanceado para pájaros,Lolo,1,4.39,,,,,,,,,Aves,5904479727015.jpg
692,5904479722072,12-Barritas lolo ninfas nuecves,0,1,1,"Lolo Ninfas Nuecves es un alimento equilibrado para pájaros que ofrece una mezcla de nutrientes esenciales para mantener a tus mascotas en óptimas condiciones. Con una fórmula cuidadosamente diseñada para satisfacer las necesidades de los pájaros, este alimento es ideal para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.59090909,2.85,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.84,,0,0,1,0,0,5904479722072,Alimento equilibrado para pájaros,Lolo,1,1.84,,,,,,,,,Aves,5904479722072.jpg
693,5904479722096,12-Barritas lolo nuinfas kiwi,0,1,1,"Lolo Nuinfas Kiwi es un alimento delicioso y saludable para pájaros que incluye kiwi como ingrediente principal. Con una fórmula única que proporciona una mezcla de nutrientes esenciales, este alimento es ideal para pájaros de todas las edades y es una excelente opción para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.59090909,2.85,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.84,,0,0,1,0,0,5904479722096,Alimento con kiwi para pájaros,Lolo,1,1.84,,,,,,,,,Aves,5904479722096.jpg
694,5904479721068,12-Barritas lolo periquitos huevo,0,1,1,"Lolo Periquitos Huevo es un alimento delicioso y saludable para periquitos que incluye huevo como ingrediente principal. Con una fórmula única que proporciona una mezcla de nutrientes esenciales, este alimento es ideal para periquitos de todas las edades y es una excelente opción para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,3,1,0,0,5904479721068,Alimento para periquitos,Lolo,1,1.58,,,,,,,,,Aves,5904479721068.jpg
695,5904479721075,12-Barritas lolo periquitos miel,0,1,1,"Lolo Periquitos Miel es un alimento delicioso y saludable para periquitos que incluye miel como ingrediente principal. Con una fórmula única que proporciona una mezcla de nutrientes esenciales, este alimento es ideal para periquitos de todas las edades y es una excelente opción para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.22727273,2.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.58,,0,7,1,0,0,5904479721075,Alimento con miel para periquitos,Lolo,1,1.58,,,,,,,,,Aves,5904479721075.jpg
696,5904479022066,12-Barritas ninfas vitapol,0,1,1,"Barritas Ninfas Vitapol es un alimento equilibrado para pájaros que ofrece una mezcla de nutrientes esenciales para mantener a tus mascotas en óptimas condiciones. Con una fórmula cuidadosamente diseñada para satisfacer las necesidades de los pájaros, este alimento es ideal para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2,2.2,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.39,,0,1,0,0,0,5904479022066,Alimento para pájaros,Vitapol,1,1.39,,,,,,,,,Aves,5904479022066.jpg
697,5400351162412,12-Barritas periquitos fruta,0,1,1,"Barritas Periquitos Fruta es un alimento delicioso y saludable para periquitos que incluye frutas como ingrediente principal. Con una fórmula única que proporciona una mezcla de nutrientes esenciales, este alimento es ideal para periquitos de todas las edades y es una excelente opción para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,2,0,0,0,5400351162412,Alimento para periquitos,Genérica,1,1.26,https://elpajaroblanco.com/producto/barritas-periquitos-fruta/,,,,,,,,Aves,5400351162412.jpg
698,5400351362140,12-Barritas roedores benelux,0,1,1,"Barritas Roedores Benelux es un alimento equilibrado para roedores que ofrece una mezcla de nutrientes esenciales para mantener a tus mascotas en óptimas condiciones. Con una fórmula cuidadosamente diseñada para satisfacer las necesidades de los roedores, este alimento es ideal para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.77272727,1.95,0,0,10,3/3/2026 10:39,3/11/2026 9:52,1.26,,0,3,0,0,0,5400351362140,Alimento para roedores,Benelux,1,1.26,https://elpajaroblanco.com/producto/barritas-roedores-benelux/,,,,,,,,Roedores,5400351362140.jpg
699,8436036367794,12-Bas pet  buey 1kg,0,1,1,"Bas Pet Buey 1kg es un alimento equilibrado para perros que ofrece una mezcla de nutrientes esenciales para mantener a tus mascotas en óptimas condiciones. Con una fórmula cuidadosamente diseñada para satisfacer las necesidades de los perros, este alimento es ideal para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.45454545,1.6,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1,,0,10,0,0,0,8436036367794,Alimento para perros,Bas Pet,1,1,,,,,,,,,Perros,8436036367794.jpg
700,8436036367602,12-Bas pet ave perro,0,1,1,"Bas Pet Ave Perro es un alimento delicioso y saludable para perros que incluye ingredientes naturales como ingrediente principal. Con una fórmula única que proporciona una mezcla de nutrientes esenciales, este alimento es ideal para perros de todas las edades y es una excelente opción para mantener a tus mascotas saludables y felices.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.31818182,1.45,0,0,10,3/3/2026 10:39,3/5/2026 12:44,0.91,,0,6,0,0,0,8436036367602,Alimento para perros,Bas Pet,1,0.91,,,,,,,,,Perros,8436036367602.jpg
701,8436036367619,12-Bas pet buey perro,0,1,1,"Nuestro Bas Pet Buey Perro es un alimento equilibrado y nutritivo para perros de todas las edades. Con ingredientes frescos y de alta calidad, garantiza una salud óptima y un brillo en el pelaje. ¡Descubre la diferencia en tu mascota!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.63636364,1.8,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1.1,,0,2,0,0,0,8436036367619,Alimento para perros de alta calidad,Genérica,1,1.1,,,,,,,,,Perros,8436036367619.jpg
702,8435481342011,13-Bascula 0.1gr  500gr,0,1,1,"Nuestra bascula de 0.1gr a 500gr es ideal para medir con precisión la medicación para tu gato. Con un diseño fácil de usar y limpiar, garantiza una dosis exacta cada vez. ¡Cuida a tu gato con la precisión que merece!",,,1,,,,,,,,,500,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,4.95867769,6,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.85,,0,1,1,0,0,8435481342011,Precisa medicación para tu gato,Genérica,1,2.85,,,,,,,,,Gatos,8435481342011.jpg
705,MOLDE099,13-Base de nido con aroma a arbol del te,0,1,1,"Nuestra base de nido con aroma a árbol del té es un refugio acogedor para tus pájaros. Con un diseño cómodo y seguro, garantiza que tus mascotas se sientan a gusto. ¡Crea un hogar feliz para tus pájaros!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.96694215,4.8,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.94,,0,27,0,0,0,MOLDE099,Base de nido para pájaros,Genérica,1,2.94,,,,,,,,,Aves,MOLDE099.jpg
706,BASILISCUS,13-Basiliscus,0,1,1,"Nuestro Basiliscus es un alimento equilibrado y nutritivo para reptiles de todas las edades. Con ingredientes frescos y de alta calidad, garantiza una salud óptima y un crecimiento saludable. ¡Descubre la diferencia en tu mascota!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,45.41322314,54.95,0,0,21,3/3/2026 10:39,3/5/2026 12:44,32,,0,2,1,0,0,BASILISCUS,Alimento para reptiles,Basiliscus,1,32,,,,,,,,,Reptiles,BASILISCUS.jpg
707,8436036367787,13-Bast pet pollo  1kg,0,1,1,"Nuestro Bast Pet Pollo 1kg es un alimento equilibrado y nutritivo para perros de todas las edades. Con ingredientes frescos y de alta calidad, garantiza una salud óptima y un brillo en el pelaje. ¡Descubre la diferencia en tu mascota!",,,1,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.45454545,1.6,0,0,10,3/3/2026 10:39,3/5/2026 12:44,1,,0,3,0,0,0,8436036367787,Alimento para perros de alta calidad,Bas Pet,1,1,,,,,,,,,Perros,8436036367787.jpg
709,MOLDE006,13-Bañera,0,1,1,"Nuestra bañera es un refugio acogedor para tus pájaros. Con un diseño cómodo y seguro, garantiza que tus mascotas se sientan a gusto. ¡Crea un hogar feliz para tus pájaros!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.51239669,4.25,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.6,,0,13,0,0,0,MOLDE006,Baño para pájaros,Genérica,1,2.6,,,,,,,,,Aves,MOLDE006.jpg
710,BAERA DESMONTABLE,13-Bañera desmontable canariz,0,1,1,"Nuestra bañera desmontable es una herramienta versátil para cualquier dueño de canarios. Con un diseño fácil de usar y limpiar, garantiza que tus mascotas se sientan a gusto. ¡Crea un hogar feliz para tus pájaros!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.65289256,2,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.17,,0,46,0,0,0,BAERA DESMONTABLE,Baño desmontable para canarios,Genérica,1,1.17,,,,,,,,,Aves,BAERA DESMONTABLE.jpg
711,BAERA EXTERIOR BLANC,13-Bañera exterior blanca grande,0,1,1,"Ofrece un espacio seguro y cómodo para que tus pajaros disfruten del aire libre. Con una gran capacidad y diseño elegante, esta bañera es ideal para cualquier jardín.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,9.46280992,11.45,0,0,21,3/3/2026 10:39,3/5/2026 12:44,6.74,,0,4,0,0,0,BAERA EXTERIOR BLANC,Bañera Exterior Blanca Grande para pajaros,Genérica,1,6.74,,,,,,,,,Aves,BAERA EXTERIOR BLANC.jpg
712,47,13-Bañera exterior pequeña,0,1,1,"Ideal para jardines pequeños, esta bañera ofrece un espacio acogedor para que tus pajaros se diviertan al aire libre. Su diseño compacto y fácil de instalar la hace perfecta para cualquier hogar.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.32231405,1.6,0,0,21,3/3/2026 10:39,3/11/2026 9:51,0.93,,0,28,5,0,0,47,Bañera Exterior Pequeña para pajaros,Genérica,1,0.93,https://elpajaroblanco.com/producto/banera-exterior-pequena/,,,,,,,,Aves,47.jpg
713,48,13-Bañera exterior super lisa,0,1,1,"La bañera más elegante y sofisticada para tus pajaros. Con su diseño moderno y gran capacidad, esta bañera es ideal para jardines grandes y pequeños. Ofrece un espacio seguro y cómodo para que tus pajaros disfruten del aire libre.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,1.98347107,2.4,0,0,21,3/3/2026 10:39,3/11/2026 9:51,1.45,,0,6,4,0,0,48,Bañera Exterior Super Lisa para pajaros,Genérica,1,1.45,https://elpajaroblanco.com/producto/banera-exterior-super-lisa/,,,,,,,,Aves,48.jpg
714,45,13-Bañera interior enganche,0,1,1,"Un espacio acogedor y seguro para tus pajaros en el interior de tu hogar. Con su diseño compacto y fácil de instalar, esta bañera es ideal para cualquier hogar. Ofrece un lugar perfecto para que tus pajaros se diviertan y se relajen.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,0.41322314,0.5,0,0,21,3/3/2026 10:39,3/11/2026 9:51,0.27,,0,72,5,0,0,45,Bañera Interior Enganche para pajaros,Genérica,1,0.27,https://elpajaroblanco.com/producto/banera-interior-enganche/,,,,,,,,Aves,45.jpg
715,326,13-Bañera interior lisa,0,1,1,"La bañera más elegante y sofisticada para tus pajaros en el interior de tu hogar. Con su diseño moderno y gran capacidad, esta bañera es ideal para cualquier hogar. Ofrece un espacio seguro y cómodo para que tus pajaros disfruten y se relajen.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,0.82644628,1,0,0,21,3/3/2026 10:39,3/11/2026 9:47,0.28,,0,61,0,0,0,326,Bañera Interior Lisa para pajaros,Genérica,1,0.28,https://elpajaroblanco.com/producto/banera-interior-lisa/,,,,,,,,Aves,326.jpg
716,46,13-Bañera interior mini lisa,0,1,1,"Un espacio acogedor y seguro para tus pajaros en el interior de tu hogar. Con su diseño compacto y fácil de instalar, esta bañera es ideal para cualquier hogar. Ofrece un lugar perfecto para que tus pajaros se diviertan y se relajen.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,0.41322314,0.5,0,0,21,3/3/2026 10:39,3/11/2026 9:51,0.17,,0,115,5,0,0,46,Bañera Interior Mini Lisa para pajaros,Genérica,1,0.17,https://elpajaroblanco.com/producto/banera-interior-mini-lisa/,,,,,,,,Aves,46.jpg
717,8711231122103,13-Beaphar dental plus 75,0,1,1,"Un producto de alta calidad para mantener la salud dental de tus perros. Con su fórmula única y fácil de administrar, Beaphar Dental Plus 75 es ideal para cualquier perro. Ayuda a prevenir la placa dental y a mantener una boca saludable.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,12.14876033,14.7,0,0,21,3/3/2026 10:39,3/5/2026 12:44,9.54,,0,6,0,0,0,8711231122103,Beaphar Dental Plus 75 para perros,Beaphar,1,9.54,,,,,,,,,Perros,8711231122103.jpg
718,8435039924805,13-Bebedero  gaun 2 litros,0,1,1,"Un bebedero de alta calidad para tus animales de granja. Con su capacidad de 2 litros y diseño resistente, este bebedero es ideal para cualquier ganado. Ofrece un lugar seguro y cómodo para que tus animales beban con facilidad.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,2,1,,1,TTC,2.76859504,3.35,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.69,,0,2,0,0,0,8435039924805,Bebedero Gaun 2 Litros para ganado,Genérica,1,1.69,,,,,,,,,Aves,8435039924805.jpg
719,8435039009243,13-Bebedero 12 l verde,0,1,1,"Un bebedero de alta calidad para tus animales de granja. Con su capacidad de 12 litros y diseño resistente, este bebedero es ideal para cualquier ganado. Ofrece un lugar seguro y cómodo para que tus animales beban con facilidad.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,12,1,,1,TTC,8.14049587,9.85,0,0,21,3/3/2026 10:39,3/5/2026 12:44,5.8,,0,3,0,0,0,8435039009243,Bebedero 12 L Verde para ganado,Genérica,1,5.8,,,,,,,,,Aves,8435039009243.jpg
